28.8595 1.95826 1.23414 0.000511 33.5455 1.85205 1.32029 0 18.345 0.186788 -0.622803 0 14.7038 2.12376 -1.06739 1 11.0654 1.40215 -0.804933 1 
49.5899 -0.834445 -1.06748 0.000511001 46.1236 -0.873225 -0.812944 0 16.1782 -0.408029 -1.9098 1 15.9478 0.746678 1.65398 0 11.4048 1.75669 -2.63278 1 
12.921 -1.97988 -1.12535 0.000511 32.9593 -0.207901 -1.62097 1 19.2918 -1.60409 -1.25337 0 11.071 -0.877458 -0.00419673 1 10.3698 -0.100597 1.72018 0 
26.3897 -0.101839 2.47341 0.10566 29.7656 -2.02118 2.1691 0 26.3112 -0.18305 2.81751 0 24.3166 1.77141 0.668765 1 20.81 0.71281 2.3055 1 
33.752 0.376114 -1.97462 0.10566 34.2132 0.399146 -1.80047 0 11.3126 0.113559 1.3061 0 11.3107 -1.04517 -2.1606 1 10.1093 1.37782 0.780844 1 
32.7997 -0.415227 -1.53747 0.10566 36.6704 -0.266431 1.74964 1 28.0394 -0.580949 -1.4682 0 24.9484 -0.397584 -2.68416 1 10.0934 -2.47813 -1.62752 0 
70.6138 0.0172719 -1.86808 0.10566 73.7854 -1.39315 1.32801 0 69.8988 0.0117783 -1.58607 0 38.6103 1.79097 -2.96301 1 14.1129 2.32673 1.31041 1 
59.1397 0.161296 0.244358 0.000511 63.1464 0.123016 0.356729 0 20.5568 -1.65298 -1.89714 1 18.0658 -1.75919 -3.06459 1 12.5221 1.6889 -1.58331 0 
27.1435 0.442715 0.90574 0.000511 39.9274 0.52069 2.29922 1 31.1296 0.415665 0.904165 0 12.7688 0.711136 1.46923 1 10.553 2.24427 2.07507 0 
36.067 -0.374808 2.82896 0.000510999 45.1595 -2.11454 0.385757 0 38.8704 -0.399936 2.85441 1 22.4248 -1.59612 2.04893 1 11.5612 2.42861 -0.938989 0 
42.2961 -0.154909 -0.490277 0.000510999 42.2275 -0.167599 -0.50481 0 21.0226 -2.91434 -2.26258 0 17.8537 1.00869 -1.72545 1 15.2507 1.1137 0.252513 1 
36.6849 -0.937201 2.78968 0.000510999 40.9625 -0.929936 2.81371 0 11.8909 -1.81022 -0.0177241 1 11.5423 0.648702 0.139379 0 11.3786 0.359361 1.56354 1 
33.3467 0.589062 -0.897721 0.10566 69.0767 -0.916722 3.13742 0 40.0032 0.611874 -1.13065 0 14.4252 1.79057 0.939315 1 10.4786 -0.0693388 0.937951 1 
35.5069 -2.15075 -1.44342 0.000511002 38.2953 -2.0765 -1.4298 0 20.4771 -0.899858 -2.97313 1 17.9289 -0.658554 1.58292 1 13.0753 -1.83036 -2.26878 0 
40.278 -0.506861 2.20548 0.10566 44.5435 -0.709827 2.11529 0 32.9635 0.262248 0.271903 1 18.6066 -1.5947 -0.858112 1 13.135 1.43731 -1.80216 0 
32.3196 0.360441 0.799387 0.10566 30.3607 0.308998 0.558633 0 18.017 -0.74191 2.85001 1 15.3861 -0.56985 2.27919 1 15.083 -2.11739 1.72115 0 
21.1784 -1.67426 -0.416229 0.10566 53.3123 -1.52561 1.86497 0 32.6395 -1.41808 -0.676197 0 12.5812 -0.774975 2.71477 1 10.9819 -0.440787 1.1936 1 
22.2986 -0.198189 -3.08718 0.000511 23.5026 -0.159806 -2.95938 0 19.6339 -2.09962 1.98593 1 11.9937 -0.0920616 1.64692 0 10.2027 -2.24245 1.35422 1 
